index,class_name,original_comment,preprocessed_comment,categories
122,Client,the server response objects are annotated with the details,the server response objects are annotated with the details,['Expand']
124,Client,process of serving the request.,process of serving the request.,['Expand']
126,Client,thus session details for the lifetime of the client instance.,thus session details for the lifetime of the client instance.,['Expand']
127,Client,this is not intended as a replacement for twill selenium or,this is not intended as a replacement for twill selenium or,['DevelopmentNotes']
129,Client,"contexts and templates produced by a view, rather than the","contexts and templates produced by a view, rather than the",['DevelopmentNotes']
130,Client,html rendered to the end user.,html rendered to the end user.,['DevelopmentNotes']
131,Combinable,provide the ability to combine one or two objects with,provide the ability to combine one or two objects with,['Summary']
132,Combinable,some connector.,some connector.,['Summary']
133,Combinable,for example f foo f bar .,for example f foo f bar .,['Usage']
140,CustomArticleAdmin,tests various hooks for using custom templates and contexts.,tests various hooks for using custom templates and contexts.,['Summary']
141,CustomCacheKeyValidationTests,tests for the ability to mixin a custom validate key method to,tests for the ability to mixin a custom validate key method to,['Summary']
144,CustomCacheKeyValidationTests,"backend, and override the default key validation.","backend, and override the default key validation.",['Expand']
145,CustomHeaderRemoteUserTest,tests a custom remoteusermiddleware subclass with custom http auth user,tests a custom remoteusermiddleware subclass with custom http auth user,"['Parameters', 'Summary']"
146,DatabaseReceiver,used in the tests for the database argument in signals #13552,used in the tests for the database argument in signals # 13552,['Summary']
148,DisallowedModelAdminToField,invalid to field was passed to admin view via url query string,invalid to field was passed to admin view via url query string,['Summary']
149,DjangoHTMLTranslator,django specific rest to html tweaks.,django specific rest to html tweaks.,['Summary']
154,ExceptionThatFailsUnpickling,"after pickling, this class fails unpickling with an error about incorrect","after pickling, this class fails unpickling with an error about incorrect",['Summary']
155,ExceptionThatFailsUnpickling,arguments passed to init .,arguments passed to init .,['Summary']
156,FakePayload,a wrapper around bytesio that restricts what can be read since data from,a wrapper around bytesio that restricts what can be read since data from,['Summary']
157,FakePayload,the network can t be sought and cannot be read outside of its content,the network can t be sought and cannot be read outside of its content,['Summary']
158,FakePayload,length.,length.,['Summary']
159,FakePayload,this makes sure that views can t do anything under the test client,this makes sure that views can t do anything under the test client,['Expand']
161,FallbackStorage,try to store all messages in the first backend.,try to store all messages in the first backend.,['Expand']
162,FallbackStorage,store any unstored,store any unstored,['Expand']
164,FootNote,model added for ticket 19838,model added for ticket 19838,['DevelopmentNotes']
166,Group,table column fields,table column fields,['Summary']
167,GZipMiddleware,on the accept encoding header.,on the accept encoding header.,['Summary']
168,HiddenRangeWidget,a widget that splits input into two input type hidden inputs.,a widget that splits input into two input type hidden inputs.,['Summary']
170,ImageFileDescriptor,the only difference is,the only difference is,['Expand']
171,ImageFileDescriptor,"assigning the width height to the width field height field, if appropriate.","assigning the width height to the width field height field, if appropriate.",['Expand']
172,IncompleteCategoryFormWithExclude,a form that replaces the model s url field with a custom one.,a form that replaces the model s url field with a custom one.,['Summary']
173,Individual,a model with a fk to itself.,a model with a fk to itself.,['Summary']
178,Individual,related instances rendering will be called programmatically in this case .,related instances rendering will be called programmatically in this case .,"['Usage', 'DevelopmentNotes']"
179,InputStreamExhausted,no more reads are allowed from this device.,no more reads are allowed from this device.,"['Expand', 'Summary']"
183,ListMixin,a base class which provides complete list interface.,a base class which provides complete list interface.,['Summary']
186,ListMixin,"function get single external self, i","function get single external self, i",['Expand']
187,ListMixin,return single item with index i for general use.,return single item with index i for general use.,['Expand']
188,ListMixin,the index i will always satisfy 0 i len self .,the index i will always satisfy 0 i len self .,['Expand']
190,ListMixin,"same as above, but for use within the class optional","same as above, but for use within the class optional",['Expand']
191,ListMixin,note that if get single internal and get single internal return,note that if get single internal and get single internal return,['Expand']
192,ListMixin,"different types of objects, set list must distinguish","different types of objects, set list must distinguish",['Expand']
193,ListMixin,between the two and handle each appropriately.,between the two and handle each appropriately.,['Expand']
194,ListMixin,"function set list self, length, items","function set list self, length, items",['Expand']
195,ListMixin,recreate the entire object.,recreate the entire object.,['Expand']
197,ListMixin,"therefore, it is necessary to cache the values in a temporary","therefore, it is necessary to cache the values in a temporary",['Expand']
198,ListMixin,temp list items,temp list items,['Expand']
199,ListMixin,before clobbering the original storage.,before clobbering the original storage.,['Expand']
200,ListMixin,"function set single self, i, value","function set single self, i, value",['Expand']
201,ListMixin,set the single item at index i to value optional,set the single item at index i to value optional,['Expand']
203,ListMixin,the object using set list.,the object using set list.,['Expand']
204,ListMixin,function len self,function len self,['Expand']
205,ListMixin,return the length,return the length,['Expand']
206,ListMixin,int minlength,int minlength,['Expand']
207,ListMixin,the minimum legal length optional,the minimum legal length optional,['Expand']
208,ListMixin,int maxlength,int maxlength,['Expand']
209,ListMixin,the maximum legal length optional,the maximum legal length optional,['Expand']
210,ListMixin,type or tuple allowed,type or tuple allowed,['Expand']
211,ListMixin,a type or tuple of allowed item types optional,a type or tuple of allowed item types optional,['Expand']
212,LogoutThenLoginTests,tests for the logout then login view,tests for the logout then login view,['Summary']
213,MakeListTests,"the make list filter can destroy existing escaping, so the results are","the make list filter can destroy existing escaping, so the results are",['Expand']
214,MakeListTests,escaped.,escaped.,['Expand']
215,ManagementForm,keep track of how many form instances are displayed on the page.,keep track of how many form instances are displayed on the page.,['Summary']
216,MemcachedCache,an implementation of a cache binding using python memcached,an implementation of a cache binding using python memcached,['Summary']
217,MemoryFileUploadHandler,file upload handler to stream uploads into memory used for small files .,file upload handler to stream uploads into memory used for small files .,['Summary']
218,Migration,the base class for all migrations.,the base class for all migrations.,['Summary']
219,Migration,it will have one or more,it will have one or more,"['Usage', 'Parameters']"
220,Migration,of the following attributes,of the following attributes,"['Usage', 'Parameters']"
221,Migration,"operations a list of operation instances, probably from django^db.migrations^operations","operations a list of operation instances, probably from django.db.migrations.operations","['Usage', 'Parameters']"
222,Migration,"dependencies a list of tuples of app path, migration name","dependencies a list of tuples of app path, migration name","['Usage', 'Parameters']"
223,Migration,"run before a list of tuples of app path, migration name","run before a list of tuples of app path, migration name","['Usage', 'Parameters']"
224,Migration,replaces a list of migration names,replaces a list of migration names,"['Usage', 'Parameters']"
225,MigrationGraph,represent the digraph of all migrations in a project.,represent the digraph of all migrations in a project.,['Summary']
226,MigrationGraph,"each migration is a node, and each dependency is an edge.","each migration is a node, and each dependency is an edge.",['DevelopmentNotes']
227,MigrationGraph,there are,there are,['DevelopmentNotes']
228,MigrationGraph,no implicit dependencies between numbered migrations the numbering is,no implicit dependencies between numbered migrations the numbering is,['DevelopmentNotes']
232,MigrationGraph,the graph handler isn t responsible,the graph handler isn t responsible,['Usage']
234,MigrationGraph,migration files and if the replaced migrations are all either unapplied,migration files and if the replaced migrations are all either unapplied,['Usage']
236,MigrationGraph,"replacing migration, and repoint any dependencies that pointed to the","replacing migration, and repoint any dependencies that pointed to the",['Usage']
240,MigrationLoader,"on initialization, this class will scan those directories, and open and","on initialization, this class will scan those directories, and open and",['Expand']
244,MigrationLoader,django^db.migrations^migration for what that looks like.,django.db.migrations.migration for what that looks like.,['Expand']
248,MigrationLoader,"disk, then they are injected into the main set, replacing the named migrations.","disk, then they are injected into the main set, replacing the named migrations.",['Expand']
250,MigrationLoader,new migration.,new migration.,['Expand']
254,MigrationLoader,in memory.,in memory.,['Usage']
266,MultiPartParser,multivaluedict^parse reads the input stream in chunk size chunks,multivaluedict.parse reads the input stream in chunk size chunks,['DevelopmentNotes']
267,MultiPartParser,"and returns a tuple of multivaluedict post , multivaluedict files .","and returns a tuple of multivaluedict post , multivaluedict files .",['DevelopmentNotes']
268,MultiValueDict,a subclass of dictionary customized to handle multiple values for the,a subclass of dictionary customized to handle multiple values for the,['Summary']
269,MultiValueDict,same key.,same key.,['Summary']
270,MultiValueDict,"d multivaluedict name adrian , simon , position developer","d multivaluedict name adrian , simon , position developer",['Usage']
272,MultiValueDict,simon,simon,['Usage']
275,MultiValueDict,"d^get lastname , nonexistent","d.get lastname , nonexistent",['Usage']
284,MultiValueField,aggregate the logic of multiple fields.,aggregate the logic of multiple fields.,['Summary']
285,MultiValueField,"its clean method takes a decompressed list of values, which are then","its clean method takes a decompressed list of values, which are then",['Expand']
287,MultiValueField,each value in,each value in,['Expand']
288,MultiValueField,this list is cleaned by the corresponding field the first value is,this list is cleaned by the corresponding field the first value is,['Expand']
289,MultiValueField,"cleaned by the first field, the second value is cleaned by the second","cleaned by the first field, the second value is cleaned by the second",['Expand']
291,MultiValueField,compressed into a single value.,compressed into a single value.,['Expand']
293,MultiWidget,"in addition to the values added by widget^get context , this widget","in addition to the values added by widget.get context , this widget",['Expand']
295,MultiWidget,these can be looped over and rendered like normal widgets.,these can be looped over and rendered like normal widgets.,['Expand']
297,NestedObjectsTests,tests for nestedobject utility collection.,tests for nestedobject utility collection.,['Summary']
298,Operation,base class for migration operations.,base class for migration operations.,['Summary']
299,Operation,it s responsible for both mutating the in memory model state,it s responsible for both mutating the in memory model state,['Expand']
300,Operation,"see db migrations state^py to represent what it performs, as well","see db migrations state.py to represent what it performs, as well",['Expand']
302,OverwritingStorage,overwrite existing files instead of appending a suffix to generate an,overwrite existing files instead of appending a suffix to generate an,['Summary']
304,ParentWithDependentChildren,model where the validation of child foreign key relationships depends,model where the validation of child foreign key relationships depends,['Summary']
305,ParentWithDependentChildren,on validation of the parent,on validation of the parent,['Summary']
306,Permission,the permissions system provides a way to assign permissions to specific,the permissions system provides a way to assign permissions to specific,['Summary']
307,Permission,users and groups of users.,users and groups of users.,['Summary']
311,Permission,the add permission limits the user s ability to view the add form,the add permission limits the user s ability to view the add form,['Usage']
312,Permission,and add an object.,and add an object.,['Usage']
313,Permission,the change permission limits a user s ability to view the change,the change permission limits a user s ability to view the change,['Usage']
314,Permission,"list, view the change form and change an object.","list, view the change form and change an object.",['Usage']
315,Permission,the delete permission limits the ability to delete an object.,the delete permission limits the ability to delete an object.,['Usage']
317,Permission,the permissions listed above are automatically created for each model.,the permissions listed above are automatically created for each model.,['Expand']
319,ProxyModelInheritanceTests,for the proxied model as described in #12286 .,for the proxied model as described in # 12286 .,['Summary']
321,ProxyModelInheritanceTests,"apps and calls migrate, then verifies that the table has been created.","apps and calls migrate, then verifies that the table has been created.",['Expand']
322,RawPostDataException,you cannot access raw post data from a request that has,you cannot access raw post data from a request that has,['Summary']
323,RawPostDataException,"multipart post data if it has been accessed via post,","multipart post data if it has been accessed via post,","['Expand', 'Summary']"
324,RawPostDataException,"files, etc.","files, etc.","['Expand', 'Summary']"
326,RemoteTestRunner,run tests and record everything but don t display anything.,run tests and record everything but don t display anything.,['Summary']
327,RequestFactoryEnvironmentTests,regression tests for #8551 and #17067 ensure that environment variables,regression tests for # 8551 and # 17067 ensure that environment variables,"['Expand', 'Summary']"
328,RequestFactoryEnvironmentTests,are set correctly in requestfactory.,are set correctly in requestfactory.,"['Expand', 'Summary']"
329,ReverseGenericManyToOneDescriptor,accessor to the related objects manager on the one to many relation created,accessor to the related objects manager on the one to many relation created,['Summary']
330,ReverseGenericManyToOneDescriptor,by genericrelation.,by genericrelation.,['Summary']
331,ReverseGenericManyToOneDescriptor,in the example,in the example,['Usage']
332,ReverseGenericManyToOneDescriptor,class post model,class post model,['Usage']
333,ReverseGenericManyToOneDescriptor,comments genericrelation comment,comments genericrelation comment,['Usage']
335,SameAsLookup,the operator is the same as operator.,the operator is the same as operator.,"['Expand', 'Summary']"
336,SameAsLookup,it tests actual geometric,it tests actual geometric,"['Expand', 'Summary']"
337,SameAsLookup,equality of two features.,equality of two features.,"['Expand', 'Summary']"
338,SameAsLookup,"so if a and b are the same feature,","so if a and b are the same feature,","['Expand', 'Summary']"
339,SameAsLookup,"vertex by vertex, the operator returns true.","vertex by vertex, the operator returns true.","['Expand', 'Summary']"
340,Serializer,convert a queryset to json.,convert a queryset to json.,['Summary']
344,SessionStore,inside the custom session model.,inside the custom session model.,['Expand']
345,SimpleView,a simple view with a docstring.,a simple view with a docstring.,['Summary']
347,SpatialRefSysMixin,spatialrefsys objects to reduce redundant code.,spatialrefsys objects to reduce redundant code.,"['DevelopmentNotes', 'Summary']"
348,SplitHiddenDateTimeWidget,a widget that splits datetime input into two input type hidden inputs.,a widget that splits datetime input into two input type hidden inputs.,['Summary']
353,TemplateDoesNotExist,the exception used when a template does not exist.,the exception used when a template does not exist.,['Summary']
356,TemplateDoesNotExist,tried,tried,['Parameters']
357,TemplateDoesNotExist,this,this,['Parameters']
358,TemplateDoesNotExist,"is formatted as a list of tuples containing origin, status , where","is formatted as a list of tuples containing origin, status , where",['Parameters']
360,TemplateDoesNotExist,reason the template wasn t found.,reason the template wasn t found.,['Parameters']
361,TemplateDoesNotExist,chain,chain,['Parameters']
363,TemplateDoesNotExist,this is used to,this is used to,['Parameters']
364,TemplateDoesNotExist,encapsulate multiple exceptions when loading templates from multiple,encapsulate multiple exceptions when loading templates from multiple,['Parameters']
367,TestImageFieldFile,was opened.,was opened.,['Summary']
369,TestUtils,this doc output is required for testing.,this doc output is required for testing.,['DevelopmentNotes']
371,UniqueAnchor,something for other models to point at,something for other models to point at,['Summary']
373,UserCreationForm,"a form that creates a user, with no privileges, from the given username and","a form that creates a user, with no privileges, from the given username and","['Parameters', 'Summary']"
374,UserCreationForm,password.,password.,"['Parameters', 'Summary']"
375,VariableWrapper,an adapter class for cursor variables that prevents the wrapped object,an adapter class for cursor variables that prevents the wrapped object,['Summary']
376,VariableWrapper,from being converted into a string when used to instantiate an oracleparam.,from being converted into a string when used to instantiate an oracleparam.,['Summary']
378,VariableWrapper,cursor^execute as is.,cursor.execute as is.,['Usage']
380,WindowFrame,there are two types of frame,there are two types of frame,['Expand']
381,WindowFrame,"clauses which are subclasses, however, all processing and validation by no","clauses which are subclasses, however, all processing and validation by no",['Expand']
382,WindowFrame,means intended to be complete is done here.,means intended to be complete is done here.,['Expand']
385,XFrameOptionsMiddleware,a xframe options exempt value set to true.,a xframe options exempt value set to true.,['DevelopmentNotes']
386,XFrameOptionsMiddleware,"by default, set the x frame options header to sameorigin , meaning the","by default, set the x frame options header to sameorigin , meaning the","['Usage', 'DevelopmentNotes']"
387,XFrameOptionsMiddleware,response can only be loaded on a frame within the same site.,response can only be loaded on a frame within the same site.,"['Usage', 'DevelopmentNotes']"
390,XFrameOptionsMiddleware,"response from being loaded in a frame in any site, set x frame options in","response from being loaded in a frame in any site, set x frame options in","['Usage', 'DevelopmentNotes']"
391,XFrameOptionsMiddleware,your project s django settings to deny .,your project s django settings to deny .,"['Usage', 'DevelopmentNotes']"
393,Audio,when this object is returned by an input cell or passed to the,when this object is returned by an input cell or passed to the,['Expand']
395,Audio,in the frontend only works in the notebook .,in the frontend only works in the notebook .,['Expand']
406,Audio,bytestring containing raw pcm data or,bytestring containing raw pcm data or,['Parameters']
410,Audio,dependent.,dependent.,['Parameters']
412,Audio,a url to download the data from.,a url to download the data from.,['Parameters']
414,Audio,path to a local file to load the data from.,path to a local file to load the data from.,['Parameters']
415,Audio,embed boolean,embed boolean,['Parameters']
416,Audio,should the audio data be embedded using a data uri true or should,should the audio data be embedded using a data uri true or should,['Parameters']
418,Audio,set this to true if you want the,set this to true if you want the,['Parameters']
419,Audio,audio to playable later with no internet connection in the notebook.,audio to playable later with no internet connection in the notebook.,['Parameters']
420,Audio,"default is true , unless the keyword argument url is set, then","default is true , unless the keyword argument url is set, then",['Parameters']
421,Audio,default value is false .,default value is false .,['Parameters']
422,Audio,rate integer,rate integer,['Parameters']
423,Audio,the sampling rate of the raw data.,the sampling rate of the raw data.,['Parameters']
424,Audio,only required when data parameter is being used as an array,only required when data parameter is being used as an array,['Parameters']
427,Audio,default is false .,default is false .,['Parameters']
429,Audio,whether audio should be normalized rescaled to the maximum possible,whether audio should be normalized rescaled to the maximum possible,['Parameters']
432,Audio,"when set to false , data must be between","when set to false , data must be between",['Parameters']
433,Audio,"1 and 1 inclusive , otherwise an error is raised.","1 and 1 inclusive , otherwise an error is raised.",['Parameters']
439,Audio,framerate 44100,framerate 44100,['Usage']
440,Audio,"t np^linspace 0,5,framerate 5","t np.linspace 0,5,framerate 5",['Usage']
444,Audio,dataleft np^sin 2 np^pi 220 t,dataleft np.sin 2 np.pi 220 t,['Usage']
454,Audio,audio data b raw wav data.,audio data b raw wav data.,['Usage']
456,capture_output,context manager for capturing stdout err,context manager for capturing stdout err,['Summary']
459,DisplayHook,the custom ipython displayhook to replace sys^displayhook.,the custom ipython displayhook to replace sys.displayhook.,['Summary']
460,DisplayHook,"this class does many things, but the basic idea is that it is a callable","this class does many things, but the basic idea is that it is a callable",['Expand']
461,DisplayHook,that gets called anytime user code returns a value.,that gets called anytime user code returns a value.,['Expand']
462,DummyMod,a dummy module used for ipython s interactive module when,a dummy module used for ipython s interactive module when,['Summary']
467,HelpEnd,transformer for help syntax obj?,transformer for help syntax obj?,['Summary']
469,HistoryAccessor,access the history database without adding to it.,access the history database without adding to it.,['Summary']
470,HistoryAccessor,this is intended for use by standalone history tools.,this is intended for use by standalone history tools.,['Usage']
473,InteractiveShellApp,as part of configuring a shell environment.,as part of configuring a shell environment.,['Summary']
476,InteractiveShellApp,meth init path,meth init path,['Expand']
477,InteractiveShellApp,meth init shell to be implemented by the subclass,meth init shell to be implemented by the subclass,['Expand']
478,InteractiveShellApp,meth init gui pylab,meth init gui pylab,['Expand']
479,InteractiveShellApp,meth init extensions,meth init extensions,['Expand']
480,InteractiveShellApp,meth init code,meth init code,['Expand']
482,LazyEvaluate,this is used for formatting strings with values that need to be updated,this is used for formatting strings with values that need to be updated,['DevelopmentNotes']
486,Magics,"this can make some functions easier to type, eg%cd .","this can make some functions easier to type, eg%cd .",['DevelopmentNotes']
491,Magics,must,must,['Usage']
492,Magics,use the method decorators @line magic and @cell magic to decorate,use the method decorators @line magic and @cell magic to decorate,['Usage']
493,Magics,"individual methods as magic functions, and","individual methods as magic functions, and",['Usage']
494,Magics,use the class decorator @magics class to ensure that the magic,use the class decorator @magics class to ensure that the magic,['Usage']
496,Magics,initialization.,initialization.,['Usage']
497,MyFrame,this is myframe.,this is myframe.,['Summary']
501,RichPromptDisplayHook,subclass of base display hook using coloured prompt,subclass of base display hook using coloured prompt,['Summary']
505,Struct,attribute style access.,attribute style access.,['Expand']
506,Struct,"protection of class members like keys, items when using attribute","protection of class members like keys, items when using attribute",['Expand']
507,Struct,style access.,style access.,['Expand']
508,Struct,the ability to restrict assignment to only existing keys.,the ability to restrict assignment to only existing keys.,['Expand']
516,TermColors,"string, suitable for defining dummy color schemes in terminals which get","string, suitable for defining dummy color schemes in terminals which get",['Summary']
517,TermColors,confused by color escapes.,confused by color escapes.,['Summary']
519,UserMagics,placeholder for user defined magics to be added at runtime.,placeholder for user defined magics to be added at runtime.,['Summary']
520,UserMagics,"all magics are eventually merged into a single namespace at runtime, but we","all magics are eventually merged into a single namespace at runtime, but we","['DevelopmentNotes', 'Expand']"
523,UserMagics,their own class.,their own class.,"['DevelopmentNotes', 'Expand']"
524,YouTubeVideo,"class for embedding a youtube video in an ipython session, based on its video id.","class for embedding a youtube video in an ipython session, based on its video id.",['Summary']
525,YouTubeVideo,"eg to embed the video from https www^youtube.com watch?v foo , you would","eg to embed the video from https www.youtube.com watch?v foo , you would",['Usage']
526,YouTubeVideo,do,do,['Usage']
528,YouTubeVideo,display vid,display vid,['Usage']
529,YouTubeVideo,to start from 30 seconds,to start from 30 seconds,['Usage']
530,YouTubeVideo,"vid youtubevideo abc , start 30","vid youtubevideo abc , start 30",['Usage']
535,YouTubeVideo,other parameters can be provided as documented at,other parameters can be provided as documented at,"['Usage', 'Parameters']"
536,YouTubeVideo,https developers^google.com youtube player parameters#parameters,https developers.google.com youtube player parameters # parameters,['Parameters']
537,YouTubeVideo,"when converting the notebook using nbconvert, a jpeg representation of the video","when converting the notebook using nbconvert, a jpeg representation of the video",['Usage']
539,_MockPOP3,base mock that pretends to be a poplib pop3 connection.,base mock that pretends to be a poplib pop3 connection.,['Summary']
540,_MockPOP3,"pm pop3mailbox localhost , user bad , conn cls mockpop3","pm pop3mailbox localhost , user bad , conn cls mockpop3",['Usage']
542,_MockPOP3,accesserror,accesserror,['Usage']
544,_MockPOP3,conn cls mockpop3,conn cls mockpop3,['Usage']
545,_MockPOP3,pm^stat,pm.stat,['Usage']
546,_MockPOP3,"2, 123456","2, 123456",['Usage']
547,_MockPOP3,pm^iterkeys,pm.iterkeys,['Usage']
551,_MockPOP3,msg subject for msg in pm,msg subject for msg in pm,['Usage']
552,_MockPOP3,"msg 1 , msg 2","msg 1 , msg 2",['Usage']
553,_MockPOP3,"pm^get msg size evil , pm^get msg size good","pm.get msg size evil , pm.get msg size good",['Usage']
555,_MockPOP3,pm^get bytes evil,pm.get bytes evil,['Usage']
556,_MockPOP3,"from test@mailpile^is nsubject msg 1 n noh, hi!","from test@mailpile.is nsubject msg 1 n noh, hi!",['Usage']
557,_MockPOP3,n,n,['Usage']
558,_MockPOP3,from,from,['Usage']
559,_MockPOP3,pm invalid key,pm invalid key,['Usage']
562,AutocryptSearch,search for the autocrypt database.,search for the autocrypt database.,['Summary']
563,AutoTlsConnBroker,"this broker tries to auto upgrade connections to use tls, or at","this broker tries to auto upgrade connections to use tls, or at",['Summary']
564,AutoTlsConnBroker,least do the ssl handshake here so we can record info about it.,least do the ssl handshake here so we can record info about it.,['Summary']
566,ConfigDict,the object must be initialized with a dictionary which describes in,the object must be initialized with a dictionary which describes in,['Expand']
567,ConfigDict,"a structured way what variables exist, what their legal values are,","a structured way what variables exist, what their legal values are,",['Expand']
568,ConfigDict,and what their defaults are and what they are for.,and what their defaults are and what they are for.,['Expand']
575,ConfigDict,a data type sanity check,a data type sanity check,"['Parameters', 'Expand']"
576,ConfigDict,3,3,"['Parameters', 'Expand']"
577,ConfigDict,a default value,a default value,"['Parameters', 'Expand']"
578,ConfigDict,"if the sanity check is itself a dictionary of rules, values are expected","if the sanity check is itself a dictionary of rules, values are expected",['Expand']
580,ConfigDict,this,this,['Expand']
581,ConfigDict,should be used with an empty list or dictionary as a default value.,should be used with an empty list or dictionary as a default value.,['Parameters']
583,ConfigDict,rules in place of the default value.,rules in place of the default value.,['Expand']
584,ConfigDict,"if the default value is an empty list, it is assumed to be a list of","if the default value is an empty list, it is assumed to be a list of","['DevelopmentNotes', 'Expand']"
